"","X","pain_fp","pain_eta","phys_fp","phys_eta","neg_fp","neg_eta"
"73",145,0.114549609463031,0.0597042719176749,3.34675828234608e-22,0.65661962267385,2.47803153947892e-19,0.632404520605155
"74",146,0.305009705117829,0.0368611922654063,9.51893723999604e-20,0.613457188506093,1.10493466959436e-26,0.632404520605155
"75",148,0.521459517469451,0.023083978848237,2.02620198881098e-26,0.719780483047243,1.2685390934461e-18,0.632404520605155
"76",150,0.629806792689989,0.0177902794765374,2.2359594130868e-28,0.74498155222508,2.011129166981e-19,0.632404520605155
"77",152,0.178010612947892,0.0496747491611296,2.44919516823638e-26,0.718667038725591,3.10865259691836e-20,0.632404520605155
"78",153,0.240409981562451,0.0426164601808874,2.61265261422031e-28,0.744150121065834,4.86132751765094e-15,0.632404520605155
"79",154,0.385897563503445,0.0309863541093422,1.93109182723808e-24,0.69174890975445,2.03775558778587e-21,0.632404520605155
"80",155,0.0570940217181688,0.074954743450088,5.87033396121975e-22,0.652554380041559,7.05718640594641e-21,0.632404520605155
"81",156,0.269438993134756,0.0398804441161979,3.96530162525736e-21,0.63836804940239,6.22570840811046e-23,0.632404520605155
"82",157,0.244814112174082,0.0421831196265901,8.53602131834841e-26,0.711222803682865,3.10443832796311e-21,0.632404520605155
"83",158,0.104028328416312,0.0618535212630143,5.37695180355147e-24,0.685071114115076,5.95808471446538e-19,0.632404520605155
"84",164,0.0649798982411832,0.0721673457628516,7.73647097127573e-26,0.711816319715602,3.88334086846319e-22,0.632404520605155
"85",169,0.107884360061036,0.061043220295637,6.23659343730759e-26,0.713112596599053,5.93263775019186e-22,0.632404520605155
"86",170,0.539872448821249,0.0221353479840624,2.10310997578944e-26,0.719562050936135,2.75314655049143e-13,0.632404520605155
"87",171,0.31455827310811,0.0361029757157245,3.00976613340329e-26,0.717451609227028,5.33612954671247e-25,0.632404520605155
"88",172,0.077477867499664,0.0683454212333109,3.16029431433708e-25,0.703205473771511,3.55615960619383e-24,0.632404520605155
"89",174,0.39821815233635,0.030184247347823,4.21195041085782e-26,0.715458442300929,2.28560758035311e-28,0.632404520605155
"90",175,0.656061677799654,0.0165938996231765,3.01861204090627e-24,0.688853585905912,9.42938747762951e-23,0.632404520605155
"91",178,0.32554791570237,0.0352544593450988,3.33171653758522e-28,0.742846375911225,3.97150403810009e-18,0.632404520605155
"92",179,0.232017652490627,0.0434621807796061,3.78125590385492e-26,0.716099744877921,4.71006621124536e-18,0.632404520605155
"93",180,0.172924059151267,0.0503452565815731,1.66775474402522e-25,0.707148076682297,5.98893296126352e-19,0.632404520605155
"94",181,0.115087606100448,0.0595993870671307,7.50609978368009e-22,0.650760869490599,3.68116816292836e-23,0.632404520605155
"95",182,0.154909984069808,0.0528746363345557,9.45446711082666e-23,0.665590414824589,8.83256699987747e-24,0.632404520605155
"96",184,0.216656575876245,0.0450836913138471,8.41690450620326e-26,0.711307684869196,9.39278677451426e-25,0.632404520605155
"97",188,0.0564246925952702,0.0752078584999065,1.8004420551408e-26,0.720471989878569,1.33653184447326e-18,0.632404520605155
"98",197,0.210102562102639,0.0458071754182616,6.08499973021757e-23,0.668661801258805,1.7360946026359e-24,0.632404520605155
"99",198,0.247824008667641,0.0418909349060299,2.94712072845532e-25,0.703638821478863,2.49179796876953e-25,0.632404520605155
"100",199,0.305365663039915,0.0368325616291736,1.23384869180995e-27,0.735709938230075,7.50830635661045e-29,0.632404520605155
"101",200,0.295547722135663,0.0376330611569802,1.14267889882389e-23,0.680062387624095,9.65557857207601e-24,0.632404520605155
"102",201,0.107288206255307,0.0611667104085205,5.65224725346191e-23,0.66917321496867,5.34275381063604e-25,0.632404520605155
"103",202,0.0791621265308018,0.0678755480443267,6.08995116916299e-28,0.739583062544375,1.83027167881511e-22,0.632404520605155
"104",203,0.431690408084941,0.0281025721931941,5.87083750045334e-27,0.726947072116354,8.95992325501498e-22,0.632404520605155
"105",205,0.0713914700777232,0.0701276321951615,2.16406490691797e-25,0.705547611025334,1.08677607596655e-24,0.632404520605155
"106",206,0.129105859283021,0.0570157244226485,6.7222604320007e-25,0.698481184783358,8.40792471036466e-24,0.632404520605155
"107",208,0.198750745881006,0.0471098885573368,2.82619509672046e-27,0.731089783790563,3.43690109200535e-25,0.632404520605155
"108",209,0.206334547266509,0.0462323816023873,1.37804522290597e-26,0.722030751647394,6.0022157833346e-19,0.632404520605155
"109",211,0.147701600792328,0.0539632065033794,3.72505830659378e-21,0.638841313982439,1.5095572350396e-18,0.632404520605155
"110",212,0.480335320307445,0.0252941589485743,2.05521887750714e-22,0.660108397305059,6.65093403647136e-22,0.632404520605155
"111",220,0.0833719728231838,0.0667410212594086,1.31521972790986e-26,0.722301898374646,5.76582675948002e-16,0.632404520605155
"112",222,0.354414191570437,0.0331367206709534,1.41239411551214e-24,0.693760136283539,9.45630096484668e-22,0.632404520605155
"113",224,0.156997869711666,0.0525680377098101,1.08461476895242e-23,0.680411459182641,5.1164479274992e-25,0.632404520605155
"114",225,0.728853906977739,0.0133935636765064,3.52762731095331e-22,0.656240887562828,1.07599039189669e-22,0.632404520605155
"115",226,0.0951036484003581,0.0638422336635885,9.07306108594296e-28,0.73740327890104,1.89107987078436e-18,0.632404520605155
"116",228,0.10030786447686,0.0626623844933511,2.15078831907498e-26,0.719430529288933,2.06073813736797e-26,0.632404520605155
"117",229,0.0713932768450266,0.0701270821873001,2.18916807732883e-25,0.705476552535072,2.48429229483489e-19,0.632404520605155
"118",230,0.125740912864625,0.0576112368333278,9.54420240771128e-28,0.73712517514015,2.3398723431698e-24,0.632404520605155
"119",231,0.0623658965564996,0.0730540443956115,2.39274349314504e-23,0.675073949245618,7.03265931943858e-21,0.632404520605155
"120",232,0.221634496671107,0.0445472289716648,3.20529363348301e-24,0.688462578405048,2.66662312881991e-24,0.632404520605155
"121",233,0.23783938145177,0.0428726712133079,8.47908079980006e-22,0.649868069703858,1.00713175328203e-18,0.632404520605155
"122",234,0.239645546619097,0.0426923950842403,6.35332871358577e-24,0.683969312727801,3.57014601389373e-24,0.632404520605155
"123",236,0.212138187910582,0.0455803159989663,7.378829652485e-23,0.667321587019901,4.24899651499821e-24,0.632404520605155
"124",237,0.266698825770702,0.0401272597159836,2.54784339946108e-23,0.674646431326607,9.7508588098346e-22,0.632404520605155
"125",239,0.427552015166666,0.0283527648558119,3.16397117264055e-27,0.730454184467192,1.82860094501235e-20,0.632404520605155
"126",240,0.062602433351505,0.0729723758757163,8.47378383554829e-28,0.737778194713866,9.14949876691936e-22,0.632404520605155
"127",241,0.437435613014852,0.0277583768614571,1.08171908524866e-22,0.664646205187175,1.14001228345802e-18,0.632404520605155
"128",243,0.494449970365209,0.0245202985635132,8.02868174582631e-24,0.682417333843458,1.84350031564336e-19,0.632404520605155
"129",244,0.495140790470255,0.0244828502217492,4.90691148192299e-22,0.653856540719486,5.67842718326997e-22,0.632404520605155
"130",245,0.426825456248974,0.0283968889828129,9.07397884557744e-24,0.681602682887624,4.90247832571088e-25,0.632404520605155
"131",246,0.204044068092437,0.0464942920979114,2.65166936346343e-21,0.641404170547852,2.51720756291771e-25,0.632404520605155
"132",247,0.0851515545142905,0.0662775595855964,7.1178188652523e-25,0.698120227612258,1.63644072134976e-21,0.632404520605155
"133",248,0.0831366012683351,0.0668030147073287,6.61375622891046e-22,0.651685507271064,2.29079126074991e-25,0.632404520605155
"134",250,0.0704474405899227,0.0704168212181334,1.48701584122055e-28,0.747146928623288,1.24909111128262e-19,0.632404520605155
"135",251,0.660888622391799,0.016376760141715,9.07030517637143e-21,0.632043241216818,6.41196768710656e-32,0.632404520605155
"136",252,0.773270236047412,0.0114960380241262,6.78890357903685e-24,0.683530370076833,4.376394426164e-20,0.632404520605155
"137",256,0.223191063760986,0.0443817005085487,9.53451379823499e-23,0.665531372933345,2.02397952324025e-21,0.632404520605155
"138",257,0.754285197545251,0.0123039260105223,6.65588828453377e-22,0.651639173888098,9.12553425774777e-21,0.632404520605155
"139",258,0.0592451573239121,0.0741598884880578,8.23553911142416e-28,0.737934505171649,1.6839266972475e-25,0.632404520605155
"140",262,0.0712791975633409,0.0701618354730805,3.99556682847124e-26,0.715772174240814,3.02476995405456e-20,0.632404520605155
"141",264,0.690479420804107,0.01506238058289,2.89158002690972e-23,0.673783258417226,1.3348815503268e-16,0.632404520605155
"142",265,0.0809323550874204,0.0673917274898653,5.48599281796494e-25,0.699760640236198,2.99580385480908e-22,0.632404520605155
"143",268,0.187541845791454,0.0484640707459211,1.37218335885336e-25,0.708340804791535,1.52876073378225e-23,0.632404520605155
"144",269,0.60138335781215,0.0191182268430236,1.60120614176986e-26,0.721156789732592,7.7299771766101e-22,0.632404520605155
"145",271,0.955966970823385,0.00332445247351369,3.57466998638068e-22,0.656145496754896,8.44485045079089e-21,0.632404520605155
"146",272,0.357536254353388,0.0329165091042025,2.22870583338602e-23,0.675556689734283,5.5161114692757e-23,0.632404520605155
"147",275,0.136670989372689,0.0557277389927382,2.33173936123113e-26,0.718956079236524,4.18819367607426e-21,0.632404520605155
"148",278,0.122857560159728,0.0581334040239517,1.41047003069884e-25,0.708172839486155,5.66767728515936e-23,0.632404520605155
"149",279,0.142387078889373,0.0547975881522684,1.09642853241979e-21,0.647977724438309,2.02206624487515e-20,0.632404520605155
"150",280,0.265779826100516,0.0402105371525974,4.03386465661938e-26,0.715715453632828,2.69087004246954e-17,0.632404520605155
"151",283,0.221961461530225,0.0445123725060621,1.0981590432141e-20,0.630565793273675,1.61609195384158e-21,0.632404520605155
"152",286,0.106720522301145,0.0612848998771148,3.19811234949325e-22,0.656946197043826,5.66900817171831e-23,0.632404520605155
"153",291,0.365543923532757,0.0323589809452318,1.08750409619166e-24,0.695430750247767,2.30940863674559e-18,0.632404520605155
"154",293,0.239676067476529,0.0426893591704103,2.06924996546844e-22,0.660059963374531,6.4384965349266e-21,0.632404520605155
"155",295,0.385909095335952,0.0309855935794106,3.28908326102149e-22,0.656744615964478,9.40171395063376e-17,0.632404520605155
"156",296,0.0522004625325287,0.076874221422617,2.5103910242528e-24,0.690051793606111,1.53689885183209e-26,0.632404520605155
"157",299,0.34226156238077,0.0340097680828734,2.20323419646516e-27,0.732486342517313,1.04477320422155e-21,0.632404520605155
"158",303,0.094248535539913,0.0640418581706418,9.24679473162778e-28,0.73729911692142,3.27043426030772e-20,0.632404520605155
"159",304,0.0657278572427712,0.0719198341206986,2.90372644413723e-24,0.68910616134329,3.17782987855787e-22,0.632404520605155
"160",305,0.0662956195949155,0.0717337234745111,9.13417097415489e-25,0.696540541478779,6.13367834192656e-24,0.632404520605155
"161",307,0.287869240432484,0.0382753829029426,2.17341100477266e-25,0.705521061582945,2.61731833267468e-24,0.632404520605155
"162",311,0.121815767642329,0.058324872319864,1.06095684279195e-27,0.736542884010204,1.65997507967174e-14,0.632404520605155
"163",312,0.056244215777904,0.0752765951610656,2.44688474002151e-24,0.690217956960753,1.46973187052466e-21,0.632404520605155
"164",315,0.126896763585983,0.0574050306002844,2.76160018629363e-24,0.689432521927044,5.11527557877167e-17,0.632404520605155
"165",316,0.411699997234736,0.0293294236140117,7.58591026484318e-25,0.697717633065119,7.03245333895145e-25,0.632404520605155
"166",317,0.0813576467706416,0.0672769754107153,5.81885562090432e-28,0.739830879856622,5.57589331183901e-21,0.632404520605155
"167",318,0.109254278544915,0.0607618444027757,3.02019521878629e-22,0.657357203751066,1.61941741060066e-21,0.632404520605155
"168",322,0.247976478511268,0.0418762180097463,3.08559016861525e-26,0.71730452692385,3.43475248379794e-22,0.632404520605155
"169",323,0.0547641483819267,0.0758483176173223,1.84453781834726e-25,0.706530147957517,1.40652117351787e-24,0.632404520605155
"170",324,0.389039997233126,0.0307797977037824,3.39975382606907e-21,0.639532142719176,1.18800480968992e-27,0.632404520605155
"171",325,0.0713778541278233,0.0701317775230052,1.00213744325689e-22,0.665182393638247,6.09169989629771e-17,0.632404520605155
"172",326,0.308606234859059,0.0365732320382769,8.55731808309753e-24,0.681993156032607,1.6036296506691e-21,0.632404520605155
"173",328,0.10127584099207,0.0624492720870461,6.52947711555014e-20,0.616500042485343,1.37455113569106e-25,0.632404520605155
"174",329,0.416733571881076,0.0290160743186829,6.17037546605343e-25,0.699021173380761,2.30182443341936e-22,0.632404520605155
"175",333,0.291691303721445,0.0379538188837712,2.01918220903921e-26,0.719800823034424,2.09876045038275e-22,0.632404520605155
"176",335,0.292691611008763,0.0378702655715375,4.0552150324264e-23,0.671465227871094,4.09172410581954e-15,0.632404520605155
"177",336,0.44802542019897,0.0271331857569319,2.89990532742741e-27,0.730944964159393,5.28160296094389e-22,0.632404520605155
"178",337,0.250285996466489,0.0416542725470665,1.44161688634612e-27,0.73484851157423,6.71390593988549e-18,0.632404520605155
"179",338,0.125528696063891,0.0576492877740953,6.24404121559893e-28,0.73944697521575,3.03629645708919e-15,0.632404520605155
"180",339,0.337181801204094,0.0343824912565646,1.03287557308198e-27,0.736690608957068,1.40566129315196e-27,0.632404520605155
"181",340,0.125192970202216,0.0577096062698288,8.26283026091208e-23,0.666532440858336,5.38402547642366e-25,0.632404520605155
"182",344,0.388221576876473,0.0308334610075637,3.57220202008502e-23,0.672336401655548,9.47808581343175e-22,0.632404520605155
"183",345,0.821175175072505,0.00946413663862403,9.05609468597242e-28,0.737413555549285,5.14028124545864e-32,0.632404520605155
"184",348,0.0798377088792198,0.0676897147085378,3.86877893909324e-22,0.655575607500586,2.28344034870525e-22,0.632404520605155
"185",349,0.55810627944268,0.0212180098575833,1.44524557662345e-23,0.678485284541283,2.34891262669692e-20,0.632404520605155
"186",352,0.663038033875261,0.0162803314214361,6.84855246854437e-27,0.726066027816744,3.49567213491136e-22,0.632404520605155
"187",354,0.544926989616321,0.0218789368761108,2.13942575280641e-23,0.675834259936732,4.39313204424025e-19,0.632404520605155
"188",355,0.890701051084104,0.0064552501211525,5.32351502074309e-27,0.727505330043387,5.85453769825413e-20,0.632404520605155
"189",357,0.468565255764211,0.0259527454115089,6.3701184149892e-24,0.683951854423882,2.64900618308951e-20,0.632404520605155
"190",358,0.236669707034216,0.0429900706653936,5.63432002506141e-22,0.652852886216516,5.66809058749919e-28,0.632404520605155
"191",359,0.947895193935163,0.00374849821836055,1.69762779433661e-26,0.720815551776635,1.30869978593163e-19,0.632404520605155
"192",360,0.681416063472927,0.0154620779948628,4.22804182355102e-24,0.686651627735824,1.07828266851737e-20,0.632404520605155
"193",361,0.0615760691997847,0.0733288856401366,9.88007939563456e-25,0.696041661816914,2.72940824485658e-24,0.632404520605155
"194",362,0.315313388074556,0.0360438648961272,2.1717762777783e-25,0.705525697274112,3.62954484371976e-15,0.632404520605155
"195",363,0.130923316951957,0.0567000391841175,1.06712550593209e-25,0.709870921431938,5.97408686831635e-21,0.632404520605155
"196",365,0.254657853163118,0.0412390640439157,2.93108424496753e-26,0.717608121054267,7.33350470925025e-18,0.632404520605155
"197",366,0.141800317897363,0.0548914642369457,8.24547172772607e-24,0.682240167166783,5.83009629973958e-14,0.632404520605155
"198",367,0.0652342204717321,0.0720828856492257,1.73153180243764e-21,0.644591762929516,2.05164361460237e-25,0.632404520605155
"199",375,0.439573415211016,0.0276312143127593,9.69624038292333e-25,0.696161104341882,3.90549273144167e-19,0.632404520605155
"200",376,0.307818806879363,0.0366360295229399,5.67003995845469e-20,0.617633037596468,3.91277179586074e-20,0.632404520605155
"201",377,0.133796237042841,0.056209210671669,2.17230617416123e-25,0.705524194241811,5.56228573766904e-16,0.632404520605155
"202",379,0.9075760069284,0.00569262759804461,2.06500804680034e-24,0.691316075894563,7.2127379967507e-25,0.632404520605155
"203",385,0.0707111003673632,0.0703356867614267,7.33737260355668e-28,0.738566489908897,7.02168566459262e-27,0.632404520605155
"204",388,0.821295032788423,0.0094590427974547,2.22462655373038e-26,0.719232374386657,2.2552900442041e-24,0.632404520605155
"205",389,0.0613415791029956,0.0734111250359136,2.40108503726058e-25,0.704906640964011,1.03216859529076e-18,0.632404520605155
"206",392,0.232680705342029,0.0433943774513727,1.41977961628002e-22,0.662730991955686,1.52937444849673e-25,0.632404520605155
"207",393,0.204360581929354,0.0464579418605595,7.81876940229064e-25,0.697526330382204,9.89917299738291e-21,0.632404520605155
"208",396,0.388782300041189,0.0307966847262194,2.55115247844384e-27,0.731664907113024,8.86252568899134e-20,0.632404520605155
"209",397,0.59649824786502,0.0193502773303795,2.13492019235664e-26,0.719473982168816,7.25100885486116e-22,0.632404520605155
"210",400,0.565005126004324,0.0208762735631482,1.25659775994223e-25,0.708877225211575,6.02995151578126e-23,0.632404520605155
"211",401,0.158526877907292,0.0523458755699881,6.13812656701709e-28,0.739540156794315,5.14235827001642e-18,0.632404520605155
"212",402,0.306572191472223,0.0367357315280131,1.04415891508054e-24,0.695689869173604,3.91023334366864e-17,0.632404520605155
"213",403,0.0666533753235104,0.0716172243494539,1.31313866547983e-26,0.722311095435171,5.49642070116566e-26,0.632404520605155
"214",405,0.235644942726721,0.0430933518372896,2.6807932923346e-28,0.744012368664977,4.11136410433218e-19,0.632404520605155
"215",406,0.353295204976517,0.0332160443867686,1.39495966286065e-25,0.708240339836306,3.43150396821501e-20,0.632404520605155
"216",407,0.148681087227951,0.0538124547093957,1.99409290621022e-28,0.745591161448405,9.78931475203731e-28,0.632404520605155
"217",409,0.404978819837362,0.0297526939971886,1.82954183614418e-25,0.706580263568453,2.56945671448136e-25,0.632404520605155
"218",410,0.0850131575104423,0.0663132747278104,3.46397704911127e-28,0.742636995334886,4.1510268594835e-21,0.632404520605155
"219",411,0.462409507667479,0.0263022448030924,4.45441104651257e-26,0.715125123416179,1.36596542469159e-23,0.632404520605155
"220",412,0.304711144286876,0.0368852285934484,1.27453314039626e-25,0.708790899182544,6.15544064292695e-29,0.632404520605155
"221",415,0.119191703201724,0.0588139703204997,1.19281402325552e-25,0.709194314882118,8.61886232167738e-16,0.632404520605155
"222",416,0.631791239667816,0.0176988950830641,2.28044037381192e-23,0.675400787955942,1.89397277150548e-21,0.632404520605155
"223",418,0.249833067529739,0.0416976554729821,9.34598972837809e-24,0.681405768239811,2.82566109786015e-18,0.632404520605155
"224",420,0.246434175939739,0.0420254582711648,5.24855123311447e-22,0.653368210409207,2.71926404122452e-20,0.632404520605155
"225",424,0.0821756246201439,0.0670578463653127,2.27146268824839e-21,0.64256504391731,1.07155632584168e-25,0.632404520605155
"226",425,0.243494026683862,0.0423122751937764,6.28869318375332e-27,0.726554169185951,1.98311337203696e-20,0.632404520605155
"227",426,0.197650290761918,0.0472397285790059,6.02073547023681e-26,0.713323910762044,1.39867660887552e-21,0.632404520605155
"228",427,0.201042979440828,0.0468415102651439,3.92850000097999e-22,0.655465083681932,1.63177852315014e-25,0.632404520605155
"229",431,0.0741355670191315,0.0693070536942859,9.62549660446028e-27,0.724109059850483,9.8380572918215e-23,0.632404520605155
"230",434,0.159309288636637,0.0522329527427755,9.67652136250682e-29,0.749407822495288,1.66615063100901e-19,0.632404520605155
"231",436,0.0916424808892481,0.0646608799150547,2.83256745651345e-24,0.689267557764531,1.20018990617368e-22,0.632404520605155
